application_id,tin,as_of_date,application_channel,application_period_start,application_period_end,segment
WHTEX-2025-12-821880,4245085996,2025-12-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-04-501740,6458788903,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-524846,3551686899,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-104450,2489389818,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-04-641708,4749993982,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-09-926751,7346133513,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-03-354812,4773708891,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-336333,2077053002,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-122135,3402402840,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-09-999989,3318556805,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-615759,5218833673,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-12-482345,8008758135,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-743264,1008909945,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-482930,3197071675,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-02-414512,1486488804,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-932148,2142189779,2025-07-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2025-02-456072,3928084574,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-871021,8795301456,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-634525,8756329760,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-902670,9989466736,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-02-172704,8965836894,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-437292,6349902973,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-602435,9314049844,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-05-498503,7763417295,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-07-578561,1849073523,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-823573,5255984639,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-788852,1957775786,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-595353,9896026724,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-614200,1954022432,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-312706,3040287867,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-892032,7181646091,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-05-591140,3886439920,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-201713,2675248786,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-11-655093,9335639766,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-07-665877,8476335448,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-754648,9509679019,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-393569,1042672536,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-843778,7111464006,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-448620,8756329760,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-605522,6091947103,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-10-832288,3899941064,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-824562,9930224865,2024-03-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2025-05-179303,7695952504,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-06-932896,5173081432,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-10-196738,2026936640,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-528819,2862866436,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-160665,1183986848,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-09-424367,3854378540,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-193070,4192527890,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-672648,6288801149,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-180894,3115874051,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-591320,1898479514,2024-10-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-06-591295,4758573633,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-06-425330,2533523582,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-223874,5351604769,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-628228,8923422701,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-188646,4780752087,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-05-399178,7396853815,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-11-594183,3546815867,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-02-225035,5492748028,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-08-865452,9250122560,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-238869,6583219386,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-09-975706,6577431410,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-994770,4206857352,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-488372,2065591748,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-03-653969,1406032711,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-08-217466,7674531694,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-686931,7172474028,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-633438,6084555503,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-383330,4129062713,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-425752,8217161501,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-440148,2387717939,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-357514,4080421668,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-930115,2936604471,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-02-503224,4777888303,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-747482,2188925535,2024-01-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-876205,9966385566,2025-03-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-129356,2228234986,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-500959,6397258210,2025-11-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2025-11-624084,7253183159,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-213551,5713776538,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-11-669580,8130437534,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-567830,4118435751,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-02-511554,7858657189,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-04-248353,1727068275,2025-04-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-255768,3549752552,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-466855,7390151920,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-03-778420,1544756057,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-11-370942,3295962379,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-572483,3217170176,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-773564,5757917842,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-10-502150,2161270514,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-04-488673,2751653904,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-04-388317,8583891595,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-05-840305,3279768406,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-10-542094,9882501230,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-799308,2413229476,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-883567,9861265373,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-186577,2836118318,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-879330,8086889997,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-571548,1011097562,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-849220,4081633091,2025-02-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-07-541258,1205234839,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-04-837153,8570080580,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-05-144943,2238007127,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-597245,7143038140,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-110938,9482541573,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-999136,2730826362,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-114586,7484132375,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-827100,7847549562,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-10-563167,7849194156,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-11-366808,3889770637,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-606556,3371946964,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-874435,8873408388,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-834027,1106281793,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-417091,3184066386,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-01-424991,5906844111,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-416840,8534813944,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-06-710981,9354147833,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-164615,3981259542,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-935913,8492763564,2025-07-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2024-10-844868,2926830604,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-975711,1149218217,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-04-445114,2519857374,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-04-523228,3981259542,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-635466,4674907203,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-402813,1752058289,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-986099,5473232615,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-391639,5628005831,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-650871,6873652442,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-622190,6931036593,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-233243,2691132211,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-02-881224,1024365463,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-02-415049,4861889843,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-06-151901,7512034186,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-308975,5320720676,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-434513,9241703720,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-118283,5536575159,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2025-05-609020,2201462515,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-845256,8890397175,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-894267,7695952504,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-02-772452,2006603221,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-351735,3594867110,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-905193,2206851488,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-409434,3416622828,2024-01-01,BACKOFFICE,2023-07-01,2024-06-30,LARGE
WHTEX-2025-09-676896,2926830604,2025-09-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2024-07-422713,7299829196,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-583564,2104821391,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-638675,1813672706,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-04-494287,3942085166,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-03-367895,3664295766,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-966352,5246926411,2024-01-01,BACKOFFICE,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-02-652570,8194191175,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-09-279577,6684656879,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-961084,4462151253,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-08-728424,2673769778,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-02-916267,9244236293,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-08-639198,3381168500,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-347733,4285425221,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-09-666909,7318019629,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-232111,9423458404,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-594569,9152126676,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-248405,9896026724,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-09-401748,7006571992,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-814870,6916005655,2025-03-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-10-134173,4326144457,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-131497,6045875566,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-07-257218,2229969887,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-195511,1786058335,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-04-573612,8578631365,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-322590,4394853845,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-06-849797,1699702002,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-04-938655,3950578349,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-03-382790,1511359105,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-330216,7478042815,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-127877,7931682544,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-09-566805,7370595049,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-10-929900,9778638914,2025-10-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-04-302226,7812275478,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-289588,3436669455,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-922416,7506405988,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-12-954342,1996752865,2025-12-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2025-10-741709,6311919469,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-02-136476,8360343345,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-10-605074,1607666321,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-08-810187,5435540200,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-880288,9400495211,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-287622,5421317017,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-760693,7711075005,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-06-834409,7386025635,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-02-918206,5382838740,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-04-256878,3845927366,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-11-887993,8855730628,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-713128,6383510920,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-320575,2100605834,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-05-931921,4300188051,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-960312,8544912321,2025-11-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-02-181958,1213808558,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-06-243495,2071217349,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-406467,4277728159,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-184605,5699125836,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-06-206312,8617087152,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-01-219326,1811232838,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-02-216954,4676757793,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-12-211362,5130241979,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-494983,4891018804,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-524217,5682070603,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-11-138852,7630351196,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-04-625699,3959070380,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-552125,1824038509,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-03-187798,9490441161,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-683105,9431318354,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-521389,8937164954,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-113546,2152473494,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-511810,6597079960,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-657271,5614653201,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-05-811039,6057468312,2025-05-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-726411,6690545317,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-274490,7933558448,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-817587,4726248239,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-10-942502,3002340269,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-04-336430,8055083881,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-175113,9780601164,2025-12-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-778443,3515386362,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-11-849995,5553679767,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-597567,3936145259,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-625058,8805727364,2025-02-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-942431,8654803112,2025-02-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-439265,8859159427,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-761738,2178012977,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-467310,5033865954,2025-09-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2024-07-556347,2206851488,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-266155,4749486697,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-01-934517,3902431124,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-11-800355,5265394638,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-11-734970,5540736133,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-06-333347,7612526177,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-122122,3566101603,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-676936,6210797722,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-138807,9846884543,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-12-638229,5537974199,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-515499,4767904785,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-06-229512,7969754841,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
